0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,cat
0,0,0,0,0,0,0,0,0,0,3777,1173,2188,462,422,1,2019,3,1,177,1425,3777,668,1569,186,2,872,398,2,1,168,4,503,776,12,1,120,11,3119,226,2,5,6219,2515,1703,17,1,1907,4,878,581,3777,668,120,186,2,900,2188,9494,27,1,422,76,2891,176,34,19,260,879,1799,2,5,413,168,2750,187,3777,32,5189,3,1,2299,177,2641,618,5693,2881,2494,12,151,3063,1,139,63,504,398,6,876,194,813,4,593,11,4358,330,168,6,708,64,1,668,713,1142,12,1,7817,736,35,3073,5585,10,400,79,6519,3777,23,28,87,217,27,1,422,79,931,46,930,398,6,1,876,1,4019,1981,13,1,3777,9,92,43,398,6,177,252,4,70,242,17,160,204,829,11,14,1,114,8835,5644,3,1,2299,286,4,1738,2641,53,1,5728,4970,5,1310,6,1,3530,3,1657,3771,93,19,2236,4,4858,1642,5736,93,19,3080,18,787,5853,42,3530,0
3131,3553,4747,4,5601,620,1162,340,52,7969,64,1,139,4592,104,338,101,786,340,38,541,208,1417,692,5832,1630,9,421,12,738,846,3,8035,32,4746,726,3341,18,776,222,174,3625,3,6064,777,1578,1590,1,1907,4,878,581,6,656,2,2910,822,10,11,42,783,2,502,2260,727,843,1419,9,1,49,7,148,325,223,2336,133,53,21,69,4534,6,1,49,3626,255,18,1447,43,6,1,429,354,201,19,242,404,2,387,537,4,793,3129,8036,5,2558,165,1419,4,2890,36,16,1,1548,1024,414,1738,212,149,656,65,145,4122,2007,645,2,587,42,208,2610,4,229,21,69,8,52,5093,1144,1419,36,305,751,3341,56,2890,498,2,1419,7,529,565,4,246,236,2482,1,9,737,2,1,50,4122,7,21,69,212,2890,9,22,329,1,1492,139,4,18,42,205,1181,157,2334,3808,35,116,20,8037,1,736,6,42,1361,149,171,8989,25,1086,5,6574,3,554,4,398,0
1123,380,17,561,93,19,3573,4,46,836,543,8861,12,1,2233,3,2232,6,1,912,100,580,3,57,4,4105,9,136,1362,2,16,450,1,4511,474,75,14,45,2285,6,1,6364,75,14,50,3,1,63,173,2,117,5,437,161,6,7829,75,1471,57,787,2232,171,6,213,4,6,944,2911,7026,860,68,548,4801,6,1,263,1113,180,6,5,257,3035,75,365,2,543,2736,75,178,1232,6,959,1284,6,8862,99,6,130,75,4,6421,2645,1,756,2232,75,3124,6,32,5474,281,75,13,2550,109,3,5,2338,475,920,5,3426,75,92,5,47,562,8,3428,19,5,3920,75,45,6422,1,68,4512,2232,242,4,1494,12,729,75,836,211,3,2232,8,1,4751,2542,2232,6,47,608,4,8,76,83,14,413,67,2538,3,2232,4,2606,2455,6,1,956,3,5,5475,480,13,3,3426,2911,7026,7,3741,75,768,1,3,1529,19,60,75,37,84,5117,2,94,129,1,1399,1
989,17,182,15,13,11,18,1,2304,3,78,11,58,16,109,62,245,1,215,2304,2,872,11,134,51,7,1,2222,3,132,11,7,274,146,2,16,166,35,2859,9,532,917,128,1,4207,27,51,104,1,2175,159,9,294,2,16,1,63,2463,120,1488,2,144,2849,1,1635,7,7632,20,13,1,7056,6417,535,10,11,36,16,1812,8,5,1013,739,3,2982,27,2723,2,157,401,2509,712,25,1337,2,16,113,1462,59,5,152,1436,187,109,1,63,580,3,1,2849,23,374,2473,523,2,245,5,7837,2688,4,104,1760,2262,6188,1,1635,19,5,8596,11,992,3390,3079,59,1,9175,320,12,1,503,3,1,68,7,137,1499,2684,13,2849,14,5183,8436,4,36,410,4173,1093,967,5120,24,7632,36,28,4508,60,337,7,915,14,450,151,2661,17,1,1635,60,2849,9,2,1008,2236,7,739,3,3847,6,1,7782,11,23,245,2,441,776,1486,891,35,9802,374,364,915,4
3,1,1217,892,6,1,731,3,1,1671,1,5,1338,2243,7267,1422,559,35,3043,766,101,1756,3,1450,56,38,1968,9,92,154,3814,22,1,543,105,3,241,1,175,11,7,95,632,51,25,98,4862,578,3,6,19,29,412,2,156,99,123,704,25,602,2,38,4031,98,48,25,507,1990,109,3,10,6,1,6,1,890,51,18,39,84,6097,3,7737,64,48,25,8415,196,893,29,879,12,7737,1,45,1505,1,295,180,11,55,589,185,1300,3642,3,38,3073,3,1,1450,12,299,6363,827,51,730,1397,2112,2,9918,1350,178,480,29,25,5397,1,526,3,697,9,1682,376,24,8,196,1350,2,730,51,18,2,16,1115,5612,550,498,850,4856,13,3437,8758,3,1,2579,2871,1304,7630,2441,8,2190,676,7781,1,74,9,2020,8,1,227,1066,2,319,8,1,2596,10,7,646,11,18,39,2247,8,5,7151,7,724,10,9,86,5,119,3,776,27,42,453,5692,1
3,5,885,96,13,317,1396,33,2813,6,1,63,190,109,33,7757,69,1,639,655,365,274,112,29,5075,1,687,112,6,1106,3,2123,11,60,10,7,28,32,33,13,97,1,96,10,11,495,117,391,172,465,27,1,167,8,34,96,2,16,143,4,10,7,132,11,831,54,268,2813,2,2172,17,655,7,3529,265,4,44,2,3143,1520,317,2425,46,108,43,1717,8,7159,2564,4,1109,4327,33,37,126,63,933,6,1,1668,190,53,1119,465,13,317,1396,33,37,5,127,487,17,91,63,190,6,38,190,4,33,1461,1619,1,148,190,14,52,390,40,67,6,38,190,2122,190,1109,4327,14,45,3323,10,268,7979,5,571,57,932,2,82,15,90,115,717,33,1660,11,36,16,885,508,2,2894,29,454,305,49,5,885,96,497,4,29,702,5,349,3,2866,29,37,5,349,3,687,6,1,63,190,24,33,261,5,354,3883,64,33,261,73,38,1119,3
4841,6,1,72,98,2507,199,6783,7460,2,38,71,6782,7461,7,8366,5758,58,16,3262,613,2,464,6,2288,539,1,111,354,201,34,23,16,1,63,67,5,7460,236,1626,18,39,2382,2584,6,1,68,3778,5,4335,8,6782,7461,4,8,2507,17,464,243,2212,6,2288,103,71,16,420,40,59,5,358,13,4,1,139,1809,413,2212,8,8366,322,6,203,33,25,1973,2,1148,34,4778,4071,27,690,2288,4,404,568,2,3343,4002,2212,8,8366,6,2288,6,1,322,161,3,203,13,6782,7461,357,551,919,9550,2178,1,72,74,2386,6782,7461,5,3587,2,1563,1,7460,2797,8,2252,342,4316,3,5,7460,7007,4,5,10,18,45,1409,2215,6,7282,2507,17,1128,3,5170,25,2856,21,5,2553,5686,3436,6,1,1127,5001,270,779,3,4002,2212,65,41,5,419,3,3915,18,191,99,8366,7,723,6,1,72,1,436,188,647,398,6,6782,7461,43,482,7931,56,482,106,2,7931,0
2088,476,13,1,990,7,214,37,1457,149,1,4681,464,6612,13,1,8225,182,14,2264,2,502,1,667,12,1,1049,357,33,25,1225,10,98,48,23,1849,49,6,5,513,2,520,1,7743,2789,3,1,4681,3,1,9342,284,75,13,292,8,2088,3660,9,1,325,748,8225,182,6,428,4,33,20,39,8034,8,1,3,3660,218,2,1,2088,4,1925,2,9341,33,388,10,11,9,67,8,1,1049,357,2,2554,2,1,63,7353,3,1,733,22,9343,2,803,1,284,165,1562,4,6,1,63,2806,4,134,4100,4101,1,284,6,1,285,464,6612,13,1,284,36,16,5,271,4,1363,1,1956,3,1,1049,2088,5,1348,6,813,35,14,3431,22,1,357,1049,2088,476,476,4,1049,2088,3878,296,10,5,190,195,27,2,1562,58,2213,42,1093,537,11,45,296,10,5,190,195,27,2,1562,58,2213,1093,537,4,10,5,9344,2403,1,912,3307,631,284,21,58,45,16,2
4589,69,818,4,681,2,117,78,7,24,1,665,9,33,818,8,948,26,280,27,6304,6332,280,27,28,5,95,2139,161,3,1566,4,948,33,328,261,33,20,818,126,129,8,60,26,1784,2,87,32,609,8,140,3070,6,2496,119,26,1784,2,87,11,10,7,140,246,4,26,818,8,339,5311,7469,6332,45,66,83,6,35,1,697,18,39,9875,22,451,237,31,1649,475,6,5,3669,31,1934,7,5595,38,1626,451,4,71,1,12,416,750,1,37,39,6427,1,4438,3,682,699,4529,393,7,2058,449,392,1280,1,19,112,1286,52,209,172,4,13,15,14,3471,5,9841,5,1154,6162,8677,4,29,388,15,116,20,1990,1052,64,15,2959,27,1,3238,51,9,84,3,31,392,170,1,1138,44,2184,5,635,4062,3327,5,1387,4,25,1157,2,2179,27,1210,46,116,20,316,50,2055,2002,1109,21,825,392,5619,8,168,220,2,441,1,4,3048,2492,12,482,56,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3509,2195,2,4936,510,510,23,16,4169,6,3509,6238,7,314,2195,8,1,63,67,34,41,314,162,1470,3504,18,39,679,19,326,1,271,662,19,1,958,175,9528,249,1,2102,2,380,510,65,41,2287,1470,1,1040,90,74,3931,2,191,186,6,238,8,6623,510,24,1452,18,39,1482,628,27,1,175,150,384,34,145,1,446,6313,188,13,107,162,3504,37,1538,64,15,13,31,2195,14,443,7930,7252,510,109,29,3954,2642,1,790,13,98,3509,510,296,31,8192,5,8,28,6623,510,510,71,87,43,40,59,190,3,57,27,3509,4251,24,79,209,3,1,4585,126,5415,2028,20,920,5,47,1035,3,1974,5383,4,6681,3509,510,46,25,38,740,6,3509,1252,6313,188,2487,1470,19,326,26,472,2531,2,4318,497,10,34,41,33,3720,20,510,380,6,1,2195,3,314,1365,8,1,63,67,0
16,361,6,1,1149,1287,12,1,513,2789,3,1,3059,51,36,1022,1795,1,1404,4,42,4006,26,20,84,1239,10,34,3671,23,16,898,21,171,19,5,95,1089,879,6,1,293,4,1,3843,4510,24,45,1,1012,3,1,173,74,23,16,174,905,5,527,227,2872,51,1,4439,262,38,408,2,1,360,3,1060,53,1,290,3,947,1535,1,123,282,7,1169,2,553,82,310,1442,56,977,1,74,4488,54,3,161,3,1,179,3538,12,669,466,8444,1,225,2,5,1330,738,6,657,2,896,6,327,1964,1666,6,1012,2,1,493,695,745,6,1,49,113,314,304,3297,3,2056,17,1964,55,16,3046,56,55,4823,2,16,1,293,1060,13,1,734,44,7950,17,1,179,3538,12,669,466,19,29,1185,9934,6,5,119,10,12,1,1399,3,8553,56,804,2527,1,408,14,1582,22,5,1648,3,1120,293,1060,552,59,1,3204,169,109,3,1,3178,2895,3,1,408,2
1367,864,3,67,1,1515,250,18,39,5551,73,32,2988,1681,22,335,133,35,2165,339,279,12,5,320,2,16,7037,2675,11,58,220,2801,2,1219,1,7646,3,3048,1187,4,402,29,37,39,2,5,230,147,9827,6081,56,2734,2,2863,9596,2152,3598,56,4876,833,70,2749,1,250,55,1803,473,1,3074,3,8923,1,144,3,3053,56,8683,1195,56,1,6568,3,2982,8,494,144,1430,1946,10,2493,2466,345,93,19,2657,25,364,9828,5592,93,19,2,800,3696,3,46,14,364,5,1220,1100,21,113,308,67,3045,6851,25,1028,10,2667,21,153,9,28,79,2951,2,4486,7,3045,24,45,2,1,1493,165,2801,4,38,1114,10,9,28,1,408,13,1364,2273,211,3,11,9,28,52,3378,24,51,25,560,10,62,55,1108,163,24,62,136,245,3696,15,13,48,245,2,3173,10,62,25,364,5,563,19,5,4013,3,5,139,4,10,2801,20,5,383,7150,2,1544,345,15,118,4
55,935,448,8,2581,3,2154,6,2156,61,5,292,3,1164,8616,4,7627,207,448,30,7710,13,10,174,705,293,1,705,74,14,5594,2,2135,73,4244,19,108,54,6,227,293,15,118,10,1,760,524,8,1,133,7,1057,14,1697,373,59,190,3,1,7511,10,614,7493,150,11,9,929,33,388,1,79,985,5730,21,1,1612,12,416,9,1848,15,13,5290,2,832,7,1507,1664,722,614,7620,10,1,950,1612,9,1164,4,23,1736,1,139,2,3654,2650,4,3511,98,5718,388,1,705,74,7,3557,9147,3,614,9,5,5675,2946,1012,2,1,453,2393,3,42,208,224,357,3555,2167,30,2167,46,37,3136,637,988,882,14,1693,6,656,65,41,12,726,4,207,5081,822,4,9,136,6,1960,358,388,10,60,42,638,1057,9,6556,129,11,9,294,2,16,930,43,22,5,74,1535,133,102,1848,1792,1557,5,635,5310,3,832,7,4087,372,4,1664,255,99,174,362,389,0
1,4220,519,3,701,3117,4763,795,3457,618,478,7,63,440,378,1190,2383,491,2665,2860,8,106,1697,174,1,927,865,4727,23,587,582,47,6933,4554,1499,4,9770,260,582,6933,23,45,800,197,148,926,6,5,496,6933,18,13,8791,3,1,2364,23,2053,6,203,4,23,506,61,5,169,41,841,30,13,1,2860,23,3211,2882,880,2975,53,32,3,171,6933,4,6023,2364,33,20,1669,1,6933,2364,19,33,441,11,114,4411,8,126,1411,4,8,1,880,120,8,623,8964,6703,6933,7,224,357,18,13,10,31,133,23,45,153,17,865,4727,2,743,5,1076,518,6,1,829,3,1,880,418,120,18,3244,2063,27,993,21,123,4,2371,865,4727,18,13,11,23,3031,42,246,1565,12,179,252,93,19,268,7,4857,3217,9714,8484,618,108,43,6842,2005,104,72,7541,1221,18,13,15,9,1157,2,265,5,446,1903,478,7,74,18,308,42,1989,2,2510,4,40,4167,865,1541,0
55,5008,92,31,251,910,6,4135,80,47,978,19,5,338,41,200,443,2817,1,3279,6,1,57,2573,576,344,80,6265,1,355,18,28,898,99,149,146,12,2,514,3209,6408,251,1949,216,12,336,837,124,6,1,546,2604,1254,6,1830,51,7,39,2592,3,5218,444,1,197,318,6,5472,1864,130,6,4817,26,328,39,12,76,248,4,316,76,1861,287,5008,13,24,26,170,1,85,665,3,57,8,206,14,1,67,26,860,17,1,181,26,328,1006,76,248,3251,6,600,4,92,76,248,1293,11,907,16,5,908,4768,12,227,334,443,2,441,3436,2,1026,251,158,24,21,544,26,495,20,67,2,94,140,8779,128,5008,9661,6265,8,798,5559,104,89,32,5118,161,3,1,6265,4696,3862,2882,278,7,63,363,24,17,1,3862,1110,8,1,285,5008,14,1925,950,2,404,2,258,8,2281,9662,6,31,7409,194,1124,2069,2,3140,15,426,16,1185,2,158,8,251,3
39,5142,6,78,29,5766,19,5,971,3916,3,2250,6619,1,570,1019,259,8,884,370,1109,2,87,5,496,4,13,37,3539,61,29,44,90,11,36,16,1077,2,3709,352,781,7,2063,6,1,884,427,9711,1213,1167,3954,32,2650,5055,496,52,132,1212,37,39,1613,56,21,544,4993,5142,2,1,1719,777,2289,5,445,3,657,15,13,11,14,1,436,6,5,223,284,3,2,34,360,19,112,19,5,3916,3,6619,15,13,26,55,79,606,11,9,60,11,44,1289,11,36,16,5,95,1231,2417,5,616,107,433,3539,53,15,5142,1,418,4242,3539,53,8478,924,3,31,418,2,2948,393,46,1256,82,6,5,193,790,86,465,97,29,44,470,2,1,360,3,884,637,1661,449,1051,13,11,14,5,95,971,1231,4,13,30,103,87,5,496,12,686,1519,3709,7094,645,11,14,3,1264,24,13,649,58,16,558,1715,24,1,488,36,16,1077,2,30,781,7,2063,2
126,153,387,54,111,483,24,62,55,69,3571,11,7,2621,15,13,11,36,16,5,872,54,11,23,1022,16,12,661,33,20,351,451,4,1,1547,11,58,896,6,36,1305,220,126,946,33,257,843,2,16,6,1,1335,24,33,328,136,261,2,586,5,1050,232,33,328,261,2,586,2199,63,4,10,7,146,2,16,5,341,96,24,60,33,88,51,23,16,76,5328,2508,1,857,2,406,263,33,257,28,6855,12,955,424,15,13,11,9,1999,146,2,16,5,632,3676,6789,22,1,119,6891,280,99,21,49,12,579,4,1,720,10,263,20,222,54,3,1,6281,23,305,82,178,40,6645,24,26,328,39,2108,80,263,77,98,379,6,4,1969,82,21,171,6871,4,912,5393,51,25,84,1018,5229,6,1,1643,312,4,26,219,785,2766,9,6855,12,50,1343,757,3621,56,6892,5815,2199,56,6891,757,688,263,3833,757,634,56,2685,263,4049,56,3362,757,1395,3
2,1,1491,6,165,15,118,8848,7,621,5471,1109,2011,10,1,47,3152,36,7025,7752,1,368,3,1,1043,1356,23,16,302,2,3919,2077,17,1,2905,4,2161,78,29,176,4,2179,226,2,38,494,8849,4,5920,15,13,295,233,23,84,1033,16,1356,24,367,4103,11,23,45,16,376,10,1,1870,25,3034,523,2,1,2737,734,3,8857,4,3738,13,393,27,184,1199,661,1376,35,9,45,763,6,1,733,11,7,28,86,5,1231,3,698,1,5111,56,279,3,5,638,13,30,1,1658,18,2,277,35,7020,1327,698,171,22,1,67,3528,734,10,156,6,3738,4,6,1106,3,1,1047,79,134,23,1,580,171,87,1797,4,16,15,118,30,9,1173,5,638,3153,1,1064,796,52,2481,11,23,534,1356,2,743,5,77,259,295,68,236,12,38,205,2337,893,3,381,93,19,5921,110,4,6417,70,4305,10,1,8848,232,23,87,739,27,188,2,5,5111,794,1075,4
2766,21,457,681,2,222,148,24,62,397,277,78,1948,6,639,33,23,16,2901,2,222,63,19,154,19,339,634,355,23,16,2901,2,222,63,2966,18,39,308,976,982,22,1,980,521,1645,1342,18,37,149,353,61,19,521,194,1,715,4,1,604,227,2548,741,1342,9,3396,2,692,1,1056,3,457,675,4,122,31,7140,7141,23,1866,113,355,11,7,79,2305,64,62,20,261,5,232,191,698,3,93,215,1756,10,62,191,1,3962,1524,2,11,4,1,3962,1524,21,457,9,5,1861,521,102,1342,15,13,15,9,1,12,1,7939,21,1,269,15,18,34,1861,3,2054,3,948,260,3580,997,10,1342,18,9,10,339,355,178,625,1,505,116,1586,82,2,16,5,675,539,1,4156,1576,29,25,1678,2767,1342,916,24,15,1655,69,20,2,109,15,18,920,5,2709,2808,180,2411,9,409,4,339,231,11,9,5,1351,4156,1576,27,1,2808,51,14,65,41,3
1506,39,5165,326,15,561,173,48,11,7,454,11,7,454,8958,11,397,274,1074,8,206,15,13,26,330,2,176,34,182,3706,69,35,3389,8,2899,4,3871,1675,4,102,916,1769,6,1,1576,10,750,33,44,9235,7223,321,2001,741,3706,69,58,16,2,19,4142,1893,44,2,2136,1260,1,1047,3,2136,1260,35,45,1530,1,5679,269,6,688,14,90,6,1,352,81,784,991,147,48,6,35,2001,14,365,22,1512,9451,2001,2075,10,1,748,110,1838,1773,19,376,19,11,37,39,194,1,1836,64,3313,93,19,2136,4,6654,400,15,2267,54,10,3346,2499,4,1,1130,9584,2013,1,66,114,376,2710,149,1,3918,44,974,2,26,170,10,9,5,6449,3,132,1812,4,132,1400,1,8317,8294,9,4,132,2710,3894,11,15,118,29,55,87,40,217,10,119,11,7,5,40,5887,1493,4,45,11,7,5,40,3171,1493,26,170,25,6,5,2709,740,21,34,894,6,67,1
728,35,3043,540,1944,22,428,7,269,1334,15,18,39,1406,54,22,48,46,2207,8887,1084,548,59,5933,1,918,488,10,2278,600,55,69,16,374,22,13,7845,6,720,26,239,69,1474,646,33,25,136,443,34,2616,172,83,53,8888,2476,24,26,239,69,388,1,1004,3,1,23,117,34,4110,128,26,170,1,1147,23,16,21,34,281,4,2485,11,9,82,46,2459,1,77,26,2026,69,16,1924,60,29,7008,38,740,24,6,1,1874,1121,78,1003,423,34,1054,54,15,435,1,153,3,428,7,3932,46,20,39,3737,2,1722,1,1818,3,1,304,278,36,16,92,154,40,632,1780,531,4,8889,4523,426,16,78,20,33,3933,73,497,13,7845,4,33,55,71,1242,545,3,4311,4,86,21,5,67,64,33,103,16,371,568,2,1,197,318,1467,26,472,95,95,2076,40,59,62,55,3733,646,88,77,98,3011,20,34,3,2073,12,425,70,64,1,146,1536,885,3
78,15,3619,206,4256,1352,5,1080,3,165,197,201,4,66,83,64,1,639,828,6600,12,31,3898,457,994,2,566,97,31,408,14,1582,4,3804,1,1610,12,3195,3,3198,53,11,14,844,10,15,37,603,5,1626,716,24,4256,18,254,54,21,1,269,7,281,326,457,20,4551,206,15,90,1,416,4759,26,239,69,277,78,26,219,146,2,88,26,472,3542,4,1924,22,38,281,26,755,69,1242,82,2,319,206,104,26,14,1593,24,26,397,435,29,36,5707,206,751,646,755,69,29,1851,2,88,34,71,140,562,9,6,26,495,19,112,2824,321,27,639,78,9,51,297,8,206,457,20,39,1207,8,38,4089,17,1,2278,828,4826,1,269,3,1915,6,38,1412,3,953,2,1,355,4,4256,645,1180,11,9,3302,60,29,44,146,2,5707,206,29,103,20,558,11,3087,646,189,29,156,168,2,87,32,1159,3,206,11,770,11,95,632,8,206,71,3
36,27,42,616,2224,2,87,298,4224,40,1511,13,337,104,3311,4,4042,1901,275,12,1,202,1,436,250,23,1544,345,12,5,1901,7,563,11,7,146,2,191,389,3,228,7581,73,1,1319,3,32,167,1901,1,167,1901,23,16,6,413,389,13,30,7440,14,1207,22,3045,2561,8,1494,221,154,2466,275,73,1,1319,3,5,624,139,3311,2639,5,624,5592,6,8,40,59,50,468,4,2098,1663,494,275,24,42,2343,1457,53,335,6409,43,2,1338,155,3311,1241,44,297,3149,2,298,3495,4,1733,4442,53,5,8578,6,1,250,14,4489,6,244,298,1612,591,3678,2081,1670,11,6,301,203,324,1,8578,14,1897,337,18,222,174,2397,2022,8,1,105,3,335,5465,6,286,3148,65,41,11,477,5,437,335,3422,8,915,195,2924,125,2,3293,76,3,1,335,925,7819,9,333,2,16,477,8197,6,640,791,24,32,5545,580,3,286,3148,9,333,8,721,306,34,41,4
0,0,0,0,0,0,0,0,0,0,0,594,2,1270,1672,541,1,584,3196,6289,9,2247,12,1,74,2,7594,550,1825,6,1672,252,22,6909,1,220,11,1391,242,1,6289,13,6,42,5784,97,1,418,10,279,9,481,109,3,9863,101,541,340,27,1,839,61,1,65,41,11,659,8,266,1951,1324,953,7582,4,2963,2804,1,2450,2243,5784,45,1,74,2,5883,410,70,179,287,800,2,255,6289,253,350,259,8,5,2263,2,1445,10,23,87,5,385,1540,2,1,984,3,380,48,1659,609,6,4194,7961,4,1,48,3582,10,4194,23,1684,1,2223,613,2,380,1058,15,13,5,2263,2,126,168,218,4,1672,839,5614,10,33,55,506,2,1291,12,5,529,533,4,1481,1,8007,218,10,34,175,848,15,45,259,8,3955,1212,2,220,3361,1160,510,46,15,13,25,114,294,2,3477,6,1394,1,5784,45,659,8,2963,2804,4,1076,8,48,380,6,1,1672,839,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,135,8,3391,1486,1149,689,1,3391,1486,18,39,852,85,1121,4,307,85,417,21,1,5395,227,81,756,236,12,1,1483,1047,3,5,9355,356,7,1055,2,167,31,272,1,3391,1486,14,85,314,1195,81,21,1,203,1064,2315,313,8244,8245,4,2067,1,85,651,396,21,1,5395,756,34,41,7,574,14,128,411,1,1311,806,1156,1783,128,4,1,7558,3,1,2542,211,5207,143,5,5237,2818,396,104,2758,2432,211,3675,14,3528,8,4091,1311,1704,11,7,5,248,1744,26,164,2,462,34,1744,17,140,5330,2479,3675,13,604,1994,8565,4,3253,1994,1237,2067,1,85,2656,396,8,7829,4,200,2462,3927,71,6,42,230,41,1,5395,227,81,756,9,8103,620,27,2186,192,2,1,806,1208,803,1
6,1316,48,441,275,29,44,371,8,552,59,1316,82,2096,11,1,6667,3,2502,9,6048,1879,59,1,6667,3,2239,15,13,30,5281,13,1,3652,36,3446,112,17,1112,7,140,2373,195,35,1636,48,38,205,484,1098,4,1101,43,5,494,2189,3,1812,2056,447,2566,25,52,275,8,1,63,67,4,6147,9,1,4399,119,2,502,851,3,4,1803,151,735,15,13,11,36,45,220,709,275,4,3633,27,1248,2,1,9283,10,1112,2373,3119,51,36,16,84,5474,9284,814,2,3839,13,30,5281,126,6609,9,2,117,126,67,2,1118,54,1,225,246,1565,28,2,412,2,11,225,321,15,13,625,30,5281,118,10,1112,2373,36,16,1316,5674,1,9285,3,5262,1568,3633,3839,2756,17,42,205,202,9286,177,89,302,2,447,1,6668,19,50,3,275,23,16,95,1812,6,42,205,225,13,30,5281,2480,52,1,3652,44,1504,22,1,7896,35,13,11,261,1,9287,27,1112,2373,4
4,2404,6,193,3869,47,608,4,1788,3021,37,28,166,1663,335,967,98,252,44,942,2073,12,38,1246,202,498,610,4,144,6263,6109,10,1210,3479,17,1734,1480,58,1810,441,54,7015,13,10,1469,3,1734,1480,674,296,193,166,6263,6109,904,2,491,6,3869,1652,6,47,608,4,1132,6,1788,3021,98,233,3,1734,1480,2821,189,28,178,812,12,1,10,345,1410,165,233,4,1,498,445,1316,82,156,298,34,9,270,5,419,3,2854,1288,252,52,1,7917,3,709,22,8903,6,35,320,2406,2824,56,709,241,731,1877,364,1018,2,144,1870,2,1384,1734,1480,2821,196,309,25,260,1288,2,993,2,94,38,566,698,13,2398,224,177,1525,21,19,40,168,1734,1480,4437,1240,4,48,367,40,3479,17,364,82,11,14,507,40,294,10,36,16,296,515,30,56,1584,2,5,1380,565,55,896,17,11,5,419,3,335,560,237,1254,3,2523,345,4,8490,3,1733,1094,15,13,4
1,6292,1544,12,193,7,727,4,27,532,70,1191,3424,324,1,1083,8858,698,32,1607,503,3,3252,11,23,406,971,629,27,91,2645,1756,6,157,788,1321,2762,4,644,1,631,629,9,294,2,222,27,1321,4,644,1321,7,2130,2129,330,12,422,12,493,513,4,4777,21,7839,537,329,373,59,1,6292,11,45,18,5,1266,6217,3,505,3,384,1321,6691,2,1335,12,6,1,63,66,334,11,14,12,422,6,240,1,3651,101,2130,6691,44,504,5,266,910,59,1,2611,644,7,2256,14,333,2,87,42,179,910,6,513,24,71,34,9,294,2,16,3220,22,5,354,201,1,2256,9,333,2,156,12,422,6,1,49,306,34,234,4,5,9984,237,1,355,4,5,3724,3,125,9,183,2,378,52,2796,1,2256,55,45,158,110,4,1284,4,5346,1246,788,2762,7,2442,58,45,16,5,5894,12,1,3626,278,34,221,5,1634,229,73,5,863,10,45,1679,152,4
3482,924,23,16,477,6,492,111,41,21,1,227,3093,362,8208,724,6,1788,3021,1,91,252,652,10,1,2849,1635,23,16,43,2,172,379,40,1400,59,1312,4543,64,191,1486,1400,320,2723,1,2849,3409,1809,11,2,16,2064,3,3355,769,2638,8230,445,1411,56,6510,339,148,1,1635,18,45,39,2,16,302,2,2493,1,2120,1998,1508,6,152,4,1,345,2313,3,375,4,432,295,2684,13,11,36,265,2557,1,1635,6,322,203,21,1672,5170,6,1,49,1,63,981,129,1,284,364,1,2849,3972,23,16,320,4,2723,5,380,580,3,1,9608,9,333,2,16,840,129,6,116,203,24,5,413,723,3,1,111,1035,1436,9,28,183,2,265,391,791,19,112,19,89,1486,1,2175,159,1,1635,23,45,16,166,1486,160,1245,4120,4,1400,995,6,1,285,57,3318,3,228,501,23,16,4,1427,1,432,565,13,3379,224,1093,1525,3,644,405,563,6417,9,42,2539,4
1569,5299,1571,210,610,2,172,8871,22,640,1709,1142,11,1151,102,1,550,946,9,1742,4,10,34,23,410,479,390,146,73,1,5842,4,4909,76,3,1,5298,1538,22,160,372,439,34,41,13,1633,2444,3,2004,8010,70,358,13,1,3523,541,345,92,11,40,294,10,1,49,1269,3185,36,359,381,557,22,5,455,3,5,3007,445,2,125,64,11,5633,111,145,11,103,1,2041,2,1613,88,456,13,1059,7134,224,1633,17,1097,6,3380,1947,3,1,7005,3,6236,13,98,3,1,5438,101,47,2219,541,118,6,656,44,763,6,4430,4,2034,43,153,6,4616,4,2705,347,1113,411,185,8522,6,1135,4,695,1,414,711,6679,12,1,550,2694,188,97,1783,99,2,5,47,216,440,80,1,871,19,931,1618,38,2063,2,70,264,3808,93,19,1,49,7,216,400,869,51,9,45,1301,10,323,890,23,4286,412,2,502,1,414,440,6,657,2,6161,5,204,6,1105,0
